货品编码,货品名称,货品规格,单位,上期结存|数量,本期收入|数量,本期发出|数量,本期结存|数量
2001280,2-24大物流码,,个,442.304,0,0,442.304
2001281,2-24小物流码,,个,5280,0,0,5280
